#NODE_DATA_v1.0
#REFS
#ref
#samp_g0_3_h0
#samp_g1_4_h0
#samp_g1_0_h0
#samp_g1_0_h1
#samp_g0_1_h1
#samp_g1_3_h0
#samp_g0_22_h1
#samp_g1_2_h0
#samp_g1_14_h0
#samp_g1_30_h1
#samp_g0_3_h1
#samp_g1_5_h0
#samp_g0_0_h0
#samp_g1_33_h1
#samp_g1_7_h1
#samp_g0_50_h0
#samp_g1_41_h1
#samp_g0_4_h0
#samp_g0_6_h0
#samp_g1_25_h1
#samp_g1_3_h1
#samp_g0_25_h1
#samp_g1_8_h0
#samp_g1_62_h1
#samp_g0_1_h0
#samp_g1_20_h0
#samp_g0_27_h0
#samp_g1_7_h0
#samp_g1_8_h1
#samp_g0_32_h0
#samp_g1_32_h0
#samp_g1_2_h1
#samp_g1_5_h1
#samp_g1_12_h1
#samp_g1_81_h0
#samp_g1_16_h0
#samp_g1_13_h1
#samp_g1_4_h1
#samp_g1_22_h0
#samp_g0_78_h0
#samp_g0_19_h0
#samp_g1_36_h0
#samp_g1_10_h1
#samp_g0_9_h1
#samp_g0_13_h0
#samp_g1_18_h1
#samp_g0_14_h1
#samp_g1_29_h1
#samp_g1_1_h1
#samp_g0_0_h1
#samp_g0_2_h1
#samp_g0_56_h0
#samp_g1_17_h1
#samp_g0_9_h0
#samp_g0_10_h0
#samp_g0_37_h1
#samp_g0_49_h1
#samp_g1_6_h1
#samp_g1_21_h1
#samp_g1_6_h0
#samp_g0_33_h1
#samp_g1_27_h0
#samp_g1_26_h1
#samp_g0_5_h1
#samp_g1_1_h0
#samp_g0_11_h1
#samp_g0_75_h0
#samp_g1_62_h0
#samp_g1_30_h0
#samp_g0_43_h0
#samp_g0_29_h0
#samp_g1_23_h1
#samp_g1_91_h1
#samp_g1_57_h1
#samp_g1_97_h1
#samp_g1_38_h1
#samp_g0_69_h0
#samp_g1_70_h1
#samp_g0_64_h0
#samp_g1_45_h1
#samp_g0_79_h0
#samp_g0_20_h1
#samp_g0_8_h0
#samp_g1_50_h1
#NODES
#NODE	REF_INDEX	POSITION	DEPTH
>2348	35	140924	1
>2349	35	140925	0
>2350	35	141047	1
>2351	52	135854	1
>2352	35	141048	0
>2353	35	141262	1
>2354	24	136259	1
>2355	35	141263	0
>2356	40	141011	1
>2357	35	141452	1
>2358	35	141453	0
>2359	35	141667	1
>2360	52	136474	1
>2361	35	141668	0
>2362	40	141442	1
>2363	35	141883	1
>2364	35	141884	0
>2365	52	136969	1
>2366	35	142162	1
>2367	35	142163	0
>2368	35	142246	1
>2369	35	142477	0
>2370	56	139551	1
>2371	35	142774	0
>2372	35	143050	1
>2373	56	140029	1
>2374	35	143051	0
>2375	35	143291	1
>2376	31	134780	2
>2377	35	143465	2
>2378	35	143466	1
>2379	35	143591	0
>2380	57	143656	1
>2381	35	143791	1
>2382	35	143792	0
>2383	35	144087	1
>2384	52	138663	1
>2385	35	144088	0
>2386	35	144249	1
>2387	16	143326	1
>2388	35	144250	0
>2389	24	139334	1
>2390	35	144337	1
>2391	35	144338	0
>2392	35	144507	1
>2393	24	139504	1
>2394	35	144508	0
>2395	57	144556	1
>2396	35	144691	1
>2397	35	144692	0
>2398	52	139428	1
>2399	35	144852	1
>2400	35	144853	0
>2401	35	145149	1
>2402	40	144477	1
>2403	35	145150	0
>2404	24	140384	1
>2405	55	145142	2
>2406	24	140482	2
>2407	24	140483	1
>2408	57	145494	2
>2409	24	140626	2
>2410	24	140627	1
>2411	56	142860	2
>2412	24	140878	2
>2413	24	140879	1
>2414	24	141052	2
>2415	47	144380	2
>2416	24	141053	1
>2417	57	146048	2
>2418	24	141180	2
>2419	24	141181	1
>2420	35	145387	0
>2421	35	145546	1
>2422	35	145631	2
>2423	52	140207	2
>2424	35	145632	1
>2425	35	145844	0
>2426	40	145449	1
>2427	35	146121	1
>2428	35	146122	0
>2429	35	146418	1
>2430	42	141604	1
>2431	35	146419	0
>2432	35	146635	1
>2433	40	145963	1
>2434	35	146636	0
>2435	40	146022	1
>2436	31	137853	2
>2437	40	146164	2
>2438	40	146165	1
>2439	40	146376	2
>2440	14	148898	2
>2441	40	146377	1
>2442	40	146457	2
>2443	10	139226	2
>2444	40	146458	1
>2445	35	146694	0
>2446	52	141445	1
>2447	35	146869	1
>2448	35	146870	0
>2449	35	147013	1
>2450	48	142351	1
>2451	35	147014	0
>2452	35	147095	1
>2453	35	147283	0
>2454	10	140100	1
>2455	35	147403	1
>2456	35	147404	0
>2457	40	147556	1
>2458	35	147628	1
>2459	35	147629	0
>2460	35	147812	1
>2461	53	144016	1
>2462	35	147813	0
>2463	40	147976	1
>2464	35	148048	1
>2465	35	148049	0
>2466	40	148077	1
>2467	35	148149	1
>2468	35	148150	0
>2469	35	148410	1
>2470	35	148669	2
>2471	21	149648	2
>2472	35	148670	1
>2473	52	143460	2
>2474	35	148884	2
>2475	35	148885	1
>2476	35	149033	0
>2477	56	146665	1
>2478	35	149240	1
>2479	35	149241	0
>2480	35	149461	1
>2481	24	144904	1
>2482	35	149462	0
>2483	40	148905	1
>2484	40	149071	2
>2485	48	144481	2
>2486	40	149072	1
>2487	4	142274	2
>2488	40	149181	2
>2489	40	149182	1
>2490	40	149471	2
>2491	30	144606	2
>2492	40	149472	1
>2493	35	149600	0
>2494	40	149696	1
>2495	35	149686	1
>2496	35	149687	0
>2497	35	149842	1
>2498	35	149977	0
>2499	35	150158	1
>2500	40	150033	1
>2501	35	150159	0
>2502	35	150282	1
>2503	40	150157	1
>2504	35	150283	0
>2505	57	150577	1
>2506	57	150822	2
>2507	46	147348	2
>2508	57	150823	1
>2509	36	144588	2
>2510	57	150981	2
>2511	57	150982	1
>2512	57	151184	2
>2513	61	152024	2
>2514	57	151185	1
>2515	57	151392	2
>2516	47	149852	2
>2517	57	151393	1
>2518	57	151577	2
>2519	42	147052	2
>2520	57	151578	1
>2521	57	151678	2
>2522	62	149281	2
>2523	57	151679	1
>2524	35	150401	0
>2525	40	150552	1
>2526	35	150677	0
>2527	24	146409	1
>2528	35	150966	1
>2529	35	150967	0
>2530	35	151235	1
>2531	14	154390	1
>2532	35	151236	0
>2533	57	152848	1
>2534	35	151326	1
>2535	35	151327	0
>2536	35	151564	1
>2537	40	151620	1
>2538	35	151565	0
>2539	24	147155	1
>2540	24	147323	2
>2541	57	153402	2
>2542	24	147324	1
>2543	57	153667	2
>2544	24	147588	2
>2545	24	147589	1
>2546	35	151712	0
>2547	35	151973	1
>2548	31	143013	1
>2549	35	151974	0
>2550	35	152238	1
>2551	16	150557	1
>2552	35	152239	0
>2553	35	152514	1
>2554	35	152582	0
>2555	35	152721	1
>2556	14	156568	1
>2557	35	152722	0
>2558	16	151276	1
>2559	35	152957	0
>2560	35	153169	1
>2561	24	149304	1
>2562	35	153170	0
>2563	24	149491	1
>2564	35	153356	1
>2565	35	153357	0
>2566	35	153607	1
>2567	52	148115	1
>2568	35	153608	0
>2569	35	153904	1
>2570	24	150039	1
>2571	35	153905	0
>2572	35	154104	1
>2573	57	156318	1
>2574	35	154105	0
>2575	35	154366	1
>2576	16	152968	1
>2577	35	154367	0
>2578	35	154569	1
>2579	40	154813	2
>2580	35	154757	2
>2581	35	154758	1
>2582	35	154990	2
>2583	40	155046	2
>2584	35	154991	1
>2585	46	153622	2
>2586	35	155110	2
>2587	35	155111	1
>2588	35	155268	0
>2589	35	155536	1
>2590	35	155719	0
>2591	24	152095	1
>2592	35	155960	1
>2593	35	155961	0
>2594	40	156251	1
>2595	35	156195	1
>2596	35	156196	0
>2597	35	156348	1
>2598	40	156404	1
>2599	35	156349	0
>2600	35	156601	1
>2601	40	156657	1
>2602	35	156602	0
>2603	40	156951	1
>2604	40	157219	2
>2605	16	155765	2
>2606	40	157220	1
>2607	24	153597	2
>2608	40	157518	2
>2609	40	157519	1
>2610	16	156252	2
>2611	40	157706	2
>2612	40	157707	1
>2613	40	157910	2
>2614	42	155134	2
>2615	40	157911	1
>2616	35	156895	0
>2617	24	154153	1
>2618	24	154298	2
>2619	52	150950	2
>2620	24	154299	1
>2621	24	154426	2
>2622	9	151649	2
>2623	24	154427	1
>2624	24	154547	2
>2625	37	155941	2
>2626	24	154548	1
>2627	35	156996	0
>2628	24	154919	1
>2629	35	157093	0
>2630	52	151746	1
>2631	35	157268	1
>2632	35	157269	0
>2633	35	157334	1
>2634	40	158412	1
>2635	35	157335	0
>2636	40	158601	1
>2637	35	157523	1
>2638	35	157524	0
>2639	35	157798	1
>2640	16	157422	1
>2641	35	157799	0
>2642	35	157909	1
>2643	35	157966	0
>2644	35	158099	1
>2645	40	159120	1
>2646	35	158100	0
>2647	16	157920	1
>2648	35	158296	1
>2649	35	158297	0
>2650	24	156456	1
>2651	35	158379	1
>2652	35	158380	0
>2653	35	158590	1
>2654	17	157957	2
>2655	35	158810	2
>2656	35	158811	1
>2657	35	158876	2
>2658	21	161001	2
>2659	35	158877	1
>2660	37	158362	2
>2661	35	159142	2
>2662	35	159143	1
>2663	15	150812	2
>2664	35	159345	2
>2665	35	159346	1
>2666	35	159443	0
>2667	59	161823	1
>2668	59	161979	2
>2669	53	155165	2
>2670	59	161980	1
>2671	63	153866	2
>2672	59	162058	2
>2673	63	153867	1
>2674	9	154564	2
>2675	63	154083	2
>2676	63	154084	1
>2677	63	154221	2
>2678	59	162413	2
>2679	63	154222	1
>2680	63	154480	2
>2681	53	155858	2
>2682	63	154481	1
>2683	63	154589	2
>2684	59	162781	2
>2685	63	154590	1
>2686	35	159665	0
>2687	35	159731	1
>2688	27	156946	1
>2689	35	159732	0
>2690	40	160103	1
>2691	35	159935	0
>2692	39	159825	1
>2693	35	160077	0
>2694	35	160376	1
>2695	24	157600	1
>2696	35	160377	0
>2697	40	160789	1
>2698	35	160502	1
>2699	35	160503	0
>2700	35	160712	1
>2701	57	162155	2
>2702	35	160783	2
>2703	35	160784	1
>2704	35	160939	0
>2705	40	161307	1
>2706	35	161020	1
>2707	35	161021	0
>2708	62	160673	1
>2709	35	161198	1
>2710	35	161199	0
>2711	35	161334	1
>2712	40	161621	1
>2713	35	161335	0
>2714	42	159078	1
>2715	35	161629	1
>2716	35	161630	0
>2717	16	160647	1
>2718	35	161876	0
>2719	35	162120	1
>2720	52	155859	2
>2721	35	162234	2
>2722	35	162235	1
>2723	40	162646	2
>2724	35	162359	2
>2725	35	162360	1
>2726	17	161924	2
>2727	35	162644	2
>2728	35	162645	1
>2729	35	162858	2
>2730	64	165964	2
>2731	35	162859	1
>2732	64	166176	2
>2733	35	163070	2
>2734	35	163071	1
>2735	35	163232	0
>2736	24	160584	1
>2737	35	163360	1
>2738	35	163361	0
>2739	57	165020	1
>2740	35	163515	1
>2741	35	163516	0
>2742	35	163689	1
>2743	40	163976	1
>2744	35	163690	0
>2745	57	165452	1
>2746	35	163947	1
>2747	35	163948	0
>2748	16	161920	1
>2749	35	164128	1
>2750	35	164129	0
>2751	40	164701	1
>2752	35	164414	1
>2753	35	164415	0
>2754	40	164911	1
>2755	10	157177	2
>2756	40	165109	2
>2757	40	165110	1
>2758	57	166571	2
>2759	40	165353	2
>2760	40	165354	1
>2761	34	159037	2
>2762	40	165577	2
>2763	40	165578	1
>2764	24	162586	2
>2765	40	165649	2
>2766	40	165650	1
>2767	57	167127	2
>2768	40	165909	2
>2769	40	165910	1
>2770	57	167209	2
>2771	40	165991	2
>2772	40	165992	1
>2773	35	164624	0
>2774	17	165281	1
>2775	35	164846	1
>2776	35	164847	0
>2777	24	163444	1
>2778	35	165065	1
>2779	35	165066	0
>2780	35	165174	1
>2781	24	163553	1
>2782	35	165175	0
>2783	35	165337	1
>2784	16	163129	1
>2785	35	165338	0
>2786	35	165512	1
>2787	62	164008	1
>2788	35	165513	0
>2789	40	167033	1
>2790	35	165591	1
>2791	35	165592	0
>2792	35	165733	1
>2793	57	168393	1
>2794	35	165734	0
>2795	40	167288	1
>2796	35	165846	1
>2797	35	165847	0
>2798	35	166078	1
>2799	35	166333	2
>2800	20	168061	2
>2801	35	166334	1
>2802	24	164943	2
>2803	35	166564	2
>2804	35	166565	1
>2805	35	166822	2
>2806	65	162534	2
>2807	35	166823	1
>2808	35	167058	2
>2809	52	161838	2
>2810	35	167059	1
>2811	35	167198	2
>2812	57	169858	2
>2813	35	167199	1
>2814	61	170638	2
>2815	35	167257	2
>2816	35	167258	1
>2817	35	167495	0
>2818	57	170313	1
>2819	35	167653	1
>2820	35	167654	0
>2821	40	167793	1
>2822	35	167768	1
>2823	35	167769	0
>2824	35	167932	1
>2825	39	169321	2
>2826	35	168215	2
>2827	35	168216	1
>2828	35	168467	2
>2829	39	169573	2
>2830	35	168468	1
>2831	52	163503	2
>2832	35	168723	2
>2833	35	168724	1
>2834	35	168961	2
>2835	17	169396	2
>2836	35	168962	1
>2837	35	169087	2
>2838	56	167073	2
>2839	35	169088	1
>2840	24	167565	2
>2841	35	169186	2
>2842	35	169187	1
>2843	24	167617	2
>2844	35	169238	2
>2845	35	169239	1
>2846	35	169437	2
>2847	16	165812	2
>2848	35	169438	1
>2849	35	169720	2
>2850	56	167706	2
>2851	35	169721	1
>2852	35	169953	0
>2853	35	170012	1
>2854	14	174697	1
>2855	35	170013	0
>2856	35	170261	1
>2857	35	170507	2
>2858	10	164017	2
>2859	35	170508	1
>2860	35	170768	2
>2861	52	165548	2
>2862	35	170769	1
>2863	27	164741	2
>2864	35	170845	2
>2865	35	170846	1
>2866	35	171019	2
>2867	10	164529	2
>2868	35	171020	1
>2869	35	171272	2
>2870	30	165506	2
>2871	35	171273	1
>2872	35	171332	0
>2873	40	168370	1
>2874	35	171437	1
>2875	35	171438	0
>2876	16	167023	1
>2877	35	171719	1
>2878	35	171720	0
>2879	35	171932	1
>2880	40	168865	1
>2881	35	171933	0
>2882	35	172078	1
>2883	32	167327	1
>2884	35	172079	0
>2885	35	172308	1
>2886	35	172455	0
>2887	35	172566	1
>2888	12	170191	1
>2889	35	172567	0
>2890	40	169495	1
>2891	35	172709	1
>2892	35	172710	0
>2893	35	172878	1
>2894	35	172948	0
>2895	35	173232	1
>2896	40	170018	1
>2897	35	173233	0
>2898	40	170096	1
>2899	35	173310	1
>2900	35	173311	0
>2901	35	173404	1
>2902	42	169782	1
>2903	35	173405	0
>2904	35	173625	1
>2905	39	173660	1
>2906	35	173626	0
>2907	40	170548	1
>2908	10	167284	2
>2909	40	170707	2
>2910	40	170708	1
>2911	40	170808	2
>2912	16	169179	2
>2913	40	170809	1
>2914	52	169025	2
>2915	40	171031	2
>2916	40	171032	1
>2917	35	173762	0
>2918	16	169653	1
>2919	35	173824	1
>2920	35	173825	0
>2921	35	174123	1
>2922	35	174259	0
>2923	61	177536	1
>2924	35	174554	1
>2925	35	174555	0
>2926	40	172189	1
>2927	35	174731	1
>2928	35	174732	0
>2929	31	162781	1
>2930	35	174863	1
>2931	35	174864	0
>2932	24	172995	1
>2933	35	175085	1
>2934	35	175086	0
>2935	45	173230	1
>2936	35	175142	1
>2937	35	175143	0
>2938	35	175240	1
>2939	40	172807	2
>2940	35	175349	2
>2941	35	175350	1
>2942	35	175592	0
>2943	53	170956	1
>2944	66	164458	2
>2945	53	171157	2
>2946	53	171158	1
>2947	35	175644	0
>2948	35	175851	1
>2949	35	176033	2
>2950	24	173943	2
>2951	35	176034	1
>2952	52	171580	2
>2953	35	176128	2
>2954	35	176129	1
>2955	35	176267	0
>2956	24	174310	1
>2957	35	176400	1
>2958	35	176401	0
>2959	24	174591	1
>2960	35	176681	1
>2961	35	176682	0
>2962	35	176785	1
>2963	40	173827	1
>2964	35	176786	0
>2965	35	176958	1
>2966	16	172229	2
>2967	35	177168	2
>2968	35	177169	1
>2969	61	180008	2
>2970	35	177442	2
>2971	35	177443	1
>2972	61	180218	2
>2973	35	177652	2
>2974	35	177653	1
>2975	24	175853	2
>2976	35	177943	2
>2977	35	177944	1
>2978	35	178031	2
>2979	16	173092	2
>2980	35	178032	1
>2981	40	175148	2
>2982	35	178106	2
>2983	35	178107	1
>2984	24	176110	2
>2985	35	178200	2
>2986	35	178201	1
>2987	35	178460	2
>2988	10	171727	2
>2989	35	178461	1
>2990	67	184526	2
>2991	35	178667	2
>2992	35	178668	1
>2993	62	177230	2
>2994	35	178830	2
>2995	35	178831	1
>2996	16	174185	2
>2997	35	179124	2
>2998	35	179125	1
>2999	53	174887	2
>3000	35	179273	2
>3001	35	179274	1
>3002	35	179440	2
>3003	48	171254	2
>3004	35	179441	1
>3005	35	179568	0
>3006	35	179821	1
>3007	40	176863	1
>3008	35	179822	0
>3009	35	179986	1
>3010	40	177028	1
>3011	35	179987	0
>3012	35	180052	1
>3013	17	177062	1
>3014	35	180053	0
>3015	31	167886	1
>3016	35	180320	0
>3017	35	180420	1
>3018	40	177462	1
>3019	35	180421	0
>3020	40	177571	1
>3021	35	180529	1
>3022	35	180530	0
>3023	34	170631	1
>3024	35	180718	1
>3025	35	180719	0
>3026	35	180823	1
>3027	40	177865	1
>3028	35	180824	0
>3029	35	180967	1
>3030	17	177977	1
>3031	35	180968	0
>3032	67	186898	1
>3033	35	181039	1
>3034	35	181040	0
>3035	40	178309	1
>3036	35	181267	1
>3037	35	181268	0
>3038	35	181541	1
>3039	57	181365	1
>3040	35	181542	0
>3041	40	178665	1
>3042	35	181623	1
>3043	35	181624	0
>3044	35	181913	1
>3045	16	176974	1
>3046	35	181914	0
>3047	66	170480	1
>3048	66	170570	2
>3049	68	180866	2
>3050	68	180867	1
>3051	68	181093	2
>3052	66	170797	2
>3053	68	181094	1
>3054	35	181981	0
>3055	40	179231	1
>3056	35	182189	0
>3057	67	188251	1
>3058	35	182287	1
>3059	35	182288	0
>3060	67	188449	1
>3061	35	182485	1
>3062	35	182486	0
>3063	67	188742	1
>3064	35	182778	0
>3065	35	182884	1
>3066	40	180031	1
>3067	35	182885	0
>3068	35	182998	1
>3069	40	180145	1
>3070	35	182999	0
>3071	35	182999	1
>3072	35	183082	1
>3073	35	183083	0
>3074	40	180288	1
>3075	35	183141	1
>3076	35	183142	0
>3077	35	183375	1
>3078	35	183498	2
>3079	23	186930	2
>3080	35	183499	1
>3081	40	180902	2
>3082	35	183755	2
>3083	35	183756	1
>3084	35	183969	2
>3085	40	181116	2
>3086	35	183970	1
>3087	35	184183	0
>3088	16	179673	1
>3089	35	184265	0
>3090	35	184555	1
>3091	40	181702	1
>3092	35	184556	0
>3093	52	180542	1
>3094	52	180829	2
>3095	31	173030	2
>3096	52	180830	1
>3097	35	184743	0
>3098	17	181646	1
>3099	35	184988	1
>3100	35	184989	0
>3101	35	185144	1
>3102	40	182291	1
>3103	35	185145	0
>3104	35	185257	1
>3105	67	191463	1
>3106	35	185258	0
>3107	35	185425	1
>3108	35	185660	0
>3109	35	185736	1
>3110	40	182883	1
>3111	35	185737	0
>3112	68	184787	1
>3113	35	185976	0
>3114	65	180540	1
>3115	65	180621	2
>3116	69	186946	2
>3117	69	186947	1
>3118	65	180907	2
>3119	69	187232	2
>3120	69	187233	1
>3121	69	187414	2
>3122	70	176914	2
>3123	70	176915	1
>3124	71	183982	2
>3125	70	176986	2
>3126	70	176987	1
>3127	35	186104	0
>3128	35	186371	1
>3129	24	183473	1
>3130	35	186372	0
>3131	35	186510	1
>3132	35	186682	0
>3133	53	183190	1
>3134	35	186943	1
>3135	35	186944	0
>3136	35	187240	1
>3137	40	184387	1
>3138	35	187241	0
>3139	35	187455	1
>3140	67	193661	1
>3141	35	187456	0
>3142	57	187953	1
>3143	35	187536	1
>3144	35	187537	0
>3145	40	184774	1
>3146	35	187627	1
>3147	35	187628	0
>3148	35	187700	1
>3149	40	184847	1
>3150	35	187701	0
>3151	35	187887	1
>3152	67	194093	1
>3153	35	187888	0
>3154	35	188090	1
>3155	40	185237	1
>3156	35	188091	0
>3157	35	188228	1
>3158	35	188508	0
>3159	40	185719	1
>3160	35	188572	0
>3161	35	188753	1
>3162	35	188925	0
>3163	40	186379	1
>3164	35	189014	1
>3165	35	189015	0
>3166	35	189114	1
>3167	52	185482	1
>3168	35	189115	0
>3169	35	189238	1
>3170	68	188272	1
>3171	35	189239	0
>3172	67	195594	1
>3173	35	189342	0
>3174	35	189442	1
>3175	44	188928	1
>3176	35	189443	0
>3177	35	189634	1
>3178	5	192425	2
>3179	35	189715	2
>3180	35	189716	1
>3181	40	187263	2
>3182	35	189898	2
>3183	35	189899	1
>3184	35	190053	0
>3185	35	190136	1
>3186	40	187788	2
>3187	35	190423	2
>3188	35	190424	1
>3189	35	190593	2
>3190	40	187958	2
>3191	35	190594	1
>3192	35	190881	2
>3193	67	197201	2
>3194	35	190882	1
>3195	24	188092	2
>3196	35	190944	2
>3197	35	190945	1
>3198	35	191045	2
>3199	57	191680	2
>3200	35	191046	1
>3201	68	190151	2
>3202	35	191117	2
>3203	35	191118	1
>3204	67	197517	2
>3205	35	191197	2
>3206	35	191198	1
>3207	40	188643	2
>3208	35	191278	2
>3209	35	191279	1
>3210	35	191501	2
>3211	71	189491	2
>3212	35	191502	1
>3213	35	191604	0
>3214	35	191814	1
>3215	67	198134	1
>3216	35	191815	0
>3217	35	191911	1
>3218	68	191079	2
>3219	35	192045	2
>3220	35	192046	1
>3221	40	189477	2
>3222	35	192112	2
>3223	35	192113	1
>3224	35	192188	2
>3225	24	189336	2
>3226	35	192189	1
>3227	35	192409	0
>3228	67	198521	1
>3229	35	192699	1
>3230	35	192700	0
>3231	35	192781	1
>3232	35	192902	0
>3233	48	184132	1
>3234	35	193010	0
>3235	67	199093	1
>3236	35	193271	0
>3237	35	193537	1
>3238	35	193603	2
>3239	61	196954	2
>3240	35	193604	1
>3241	42	189914	2
>3242	35	193778	2
>3243	35	193779	1
>3244	35	193911	2
>3245	61	197262	2
>3246	35	193912	1
>3247	40	191474	2
>3248	35	194109	2
>3249	35	194110	1
>3250	35	194216	0
>3251	35	194488	1
>3252	40	191853	1
>3253	35	194489	0
>3254	35	194635	1
>3255	52	190193	1
>3256	35	194636	0
>3257	40	192053	1
>3258	35	194688	1
>3259	35	194689	0
>3260	35	194944	1
>3261	17	191039	1
>3262	35	194945	0
>3263	35	195126	1
>3264	40	192491	1
>3265	35	195127	0
>3266	35	195233	1
>3267	35	195502	0
>3268	35	195766	1
>3269	24	191966	1
>3270	35	195767	0
>3271	35	196018	1
>3272	35	196299	0
>3273	35	196518	1
>3274	40	193614	1
>3275	35	196519	0
>3276	48	187233	1
>3277	35	196811	1
>3278	35	196812	0
>3279	35	197005	1
>3280	70	186776	1
>3281	35	197006	0
>3282	35	197229	1
>3283	40	194325	1
>3284	35	197230	0
>3285	70	187056	1
>3286	35	197285	1
>3287	35	197286	0
>3288	40	194537	1
>3289	35	197441	0
>3290	67	202974	1
>3291	35	197727	1
>3292	35	197728	0
>3293	35	197938	1
>3294	14	198488	2
>3295	35	198123	2
>3296	35	198124	1
>3297	35	198306	2
>3298	24	194506	2
>3299	35	198307	1
>3300	61	201638	2
>3301	35	198403	2
>3302	35	198404	1
>3303	40	195753	2
>3304	35	198504	2
>3305	35	198505	1
>3306	35	198743	0
>3307	52	193449	1
>3308	35	198812	0
>3309	35	198893	1
>3310	40	196142	1
>3311	35	198894	0
>3312	67	203635	1
>3313	35	199193	1
>3314	35	199194	0
>3315	67	203899	1
>3316	35	199457	1
>3317	35	199458	0
>3318	35	199628	1
>3319	52	194554	1
>3320	35	199629	0
>3321	35	199869	1
>3322	40	197118	1
>3323	35	199870	0
>3324	67	204598	1
>3325	35	200156	1
>3326	35	200157	0
>3327	40	197500	1
>3328	35	200251	1
>3329	35	200252	0
>3330	30	194936	1
>3331	35	200313	1
>3332	35	200314	0
>3333	40	197760	1
>3334	35	200511	1
>3335	35	200512	0
>3336	35	200804	1
>3337	40	198053	1
>3338	35	200805	0
>3339	40	198325	1
>3340	35	201076	1
>3341	35	201077	0
>3342	35	201353	1
>3343	35	201507	0
>3344	35	201784	1
>3345	35	202034	0
>3346	68	200016	1
>3347	68	200071	2
>3348	14	202540	2
>3349	68	200072	1
>3350	62	200024	2
>3351	68	200333	2
>3352	68	200334	1
>3353	68	200574	2
>3354	14	203043	2
>3355	68	200575	1
>3356	35	202274	0
>3357	35	202488	1
>3358	57	201339	1
>3359	35	202489	0
>3360	61	205835	1
>3361	35	202754	0
>3362	35	202848	1
>3363	24	199048	1
>3364	35	202849	0
>3365	35	202915	1
>3366	67	207558	2
>3367	35	203116	2
>3368	35	203117	1
>3369	35	203320	2
>3370	40	200415	2
>3371	35	203321	1
>3372	14	204548	2
>3373	35	203553	2
>3374	35	203554	1
>3375	35	203827	2
>3376	14	204822	2
>3377	35	203828	1
>3378	35	204011	2
>3379	56	199515	2
>3380	35	204012	1
>3381	35	204175	2
>3382	14	205170	2
>3383	35	204176	1
>3384	67	208695	2
>3385	35	204253	2
>3386	35	204254	1
>3387	35	204400	2
>3388	61	207622	2
>3389	35	204401	1
>3390	36	198008	2
>3391	35	204610	2
>3392	35	204611	1
>3393	35	204852	2
>3394	30	199321	2
>3395	35	204853	1
>3396	35	204993	2
>3397	14	205988	2
>3398	35	204994	1
>3399	35	205244	0
>3400	35	205417	1
>3401	57	201939	1
>3402	35	205418	0
>3403	57	202066	1
>3404	35	205544	0
>3405	35	205606	1
>3406	35	205693	2
>3407	72	200299	2
>3408	35	205694	1
>3409	35	205963	2
>3410	69	205545	2
>3411	35	205964	1
>3412	35	206129	2
>3413	73	201024	2
>3414	73	201025	1
>3415	69	205956	2
>3416	73	201269	2
>3417	73	201270	1
>3418	73	201373	0
>3419	73	201558	1
>3420	73	201830	0
>3421	73	201924	1
>3422	16	200548	1
>3423	73	201925	0
>3424	74	205282	1
>3425	73	202042	1
>3426	73	202043	0
>3427	68	202703	1
>3428	73	202273	0
>3429	73	202404	1
>3430	35	207509	1
>3431	73	202405	0
>3432	73	202533	1
>3433	24	202966	1
>3434	73	202534	0
>3435	69	207360	1
>3436	73	202673	1
>3437	73	202674	0
>3438	35	207867	1
>3439	73	202762	1
>3440	73	202763	0
>3441	73	202981	1
>3442	39	204830	2
>3443	73	203196	2
>3444	73	203197	1
>3445	56	203318	2
>3446	73	203427	2
>3447	73	203428	1
>3448	57	204587	2
>3449	73	203663	2
>3450	73	203664	1
>3451	73	203940	0
>3452	73	204148	1
>3453	73	204327	2
>3454	40	204696	2
>3455	73	204328	1
>3456	57	205445	2
>3457	73	204521	2
>3458	73	204522	1
>3459	67	212454	2
>3460	73	204738	2
>3461	73	204739	1
>3462	73	204902	0
>3463	73	204995	1
>3464	14	209433	1
>3465	73	204996	0
>3466	35	208676	1
>3467	73	205284	1
>3468	73	205285	0
>3469	73	205360	1
>3470	40	205927	2
>3471	73	205558	2
>3472	73	205559	1
>3473	52	201536	2
>3474	73	205665	2
>3475	73	205666	1
>3476	70	195291	2
>3477	73	205827	2
>3478	73	205828	1
>3479	73	205928	0
>3480	73	206153	1
>3481	75	208490	1
>3482	75	208491	0
>3483	75	208646	1
>3484	75	208821	2
>3485	68	206500	2
>3486	75	208822	1
>3487	75	208904	2
>3488	76	208527	2
>3489	75	208905	1
>3490	75	209127	0
>3491	73	206921	1
>3492	56	206370	2
>3493	73	207047	2
>3494	73	207048	1
>3495	24	204934	2
>3496	73	207263	2
>3497	73	207264	1
>3498	27	200970	2
>3499	73	207452	2
>3500	73	207453	1
>3501	24	205316	2
>3502	73	207645	2
>3503	73	207646	1
>3504	75	209258	0
>3505	75	209393	1
>3506	31	193940	1
>3507	75	209394	0
>3508	16	205378	1
>3509	75	209659	0
>3510	30	205651	1
>3511	75	209792	0
>3512	75	210073	1
>3513	31	194620	1
>3514	75	210074	0
>3515	73	208704	1
>3516	75	210189	1
>3517	75	210190	0
>3518	75	210297	1
>3519	52	204919	2
>3520	75	210533	2
>3521	75	210534	1
>3522	75	210746	2
>3523	73	209261	2
